2017.11.21	11:43	13111.6	13113.4	13110.9	13113.4	51
2017.11.21	11:44	13113.1	13113.1	13110.9	13112.4	47
2017.11.21	11:45	13112.1	13114.9	13111.9	13112.9	65
2017.11.21	11:46	13112.4	13113.6	13110.4	13111.1	46
2017.11.21	11:47	13110.4	13112.6	13110.4	13111.9	52
2017.11.21	11:48	13112.1	13116.4	13112.1	13116.3	51
2017.11.21	11:49	13116.9	13120.6	13115.9	13120.1	58
2017.11.21	11:50	13119.6	13121.1	13117.1	13117.6	55
2017.11.21	11:51	13117.9	13120.4	13116.9	13117.1	41
2017.11.21	11:52	13116.9	13117.4	13112.9	13114.1	48
2017.11.21	11:53	13114.3	13116.9	13113.9	13114.6	52
2017.11.21	11:54	13114.9	13115.6	13107.6	13110.1	85
2017.11.21	11:55	13109.9	13114.4	13109.9	13114.1	50
2017.11.21	11:56	13113.9	13114.1	13112.4	13112.9	28
2017.11.21	11:57	13113.1	13114.1	13107.9	13111.1	65
2017.11.21	11:58	13111.4	13116.6	13111.1	13115.6	63
