Datetime,Open,High,Low,Close,Adj Close,Volume
2023-02-16 10:55:00+01:00,15581.900390625,15586.1201171875,15581.7001953125,15582.150390625,15582.150390625,0
2023-02-16 11:00:00+01:00,15582.2001953125,15583.8203125,15580.0498046875,15582.900390625,15582.900390625,0
2023-02-16 11:05:00+01:00,15582.900390625,15585.509765625,15580.0,15583.2197265625,15583.2197265625,0
2023-02-16 11:10:00+01:00,15583.2197265625,15590.099609375,15581.7998046875,15588.51953125,15588.51953125,0
2023-02-16 11:15:00+01:00,15588.419921875,15593.5302734375,15588.2099609375,15592.1298828125,15592.1298828125,0
2023-02-16 11:20:00+01:00,15592.1298828125,15596.9404296875,15591.150390625,15596.5703125,15596.5703125,0
2023-02-16 11:25:00+01:00,15596.5703125,15615.5302734375,15596.4599609375,15614.75,15614.75,0
2023-02-16 11:30:00+01:00,15614.7001953125,15617.5703125,15610.2197265625,15610.3896484375,15610.3896484375,0
2023-02-16 11:35:00+01:00,15610.3896484375,15610.419921875,15598.009765625,15598.1796875,15598.1796875,0
2023-02-16 11:40:00+01:00,15598.1796875,15603.150390625,15596.08984375,15602.5595703125,15602.5595703125,0
2023-02-16 11:45:00+01:00,15602.4404296875,15609.5595703125,15601.2802734375,15609.5595703125,15609.5595703125,0
2023-02-16 11:50:00+01:00,15609.5595703125,15610.650390625,15589.900390625,15589.900390625,15589.900390625,0
2023-02-16 11:55:00+01:00,15589.900390625,15589.900390625,15581.3701171875,15581.7001953125,15581.7001953125,0
2023-02-16 12:00:00+01:00,15582.0595703125,15583.2001953125,15573.73046875,15577.73046875,15577.73046875,0
2023-02-16 12:05:00+01:00,15578.009765625,15579.23046875,15573.9697265625,15573.9697265625,15573.9697265625,0
2023-02-16 12:10:00+01:00,15573.8701171875,15573.8701171875,15565.509765625,15566.7998046875,15566.7998046875,0
2023-02-16 12:15:00+01:00,15567.01953125,15576.830078125,15565.7099609375,15575.9404296875,15575.9404296875,0
2023-02-16 12:20:00+01:00,15575.83984375,15581.1796875,15574.5400390625,15580.23046875,15580.23046875,0
2023-02-16 12:25:00+01:00,15580.51953125,15580.51953125,15572.58984375,15574.2900390625,15574.2900390625,0
2023-02-16 12:30:00+01:00,15574.1796875,15578.4501953125,15570.5302734375,15577.1103515625,15577.1103515625,0
2023-02-16 12:35:00+01:00,15577.4697265625,15577.6298828125,15575.6201171875,15576.8798828125,15576.8798828125,0
2023-02-16 12:40:00+01:00,15576.650390625,15578.48046875,15573.1201171875,15576.9501953125,15576.9501953125,0
2023-02-16 12:45:00+01:00,15576.6796875,15587.5400390625,15576.0400390625,15585.7099609375,15585.7099609375,0
2023-02-16 12:50:00+01:00,15585.6298828125,15588.009765625,15583.76953125,15587.73046875,15587.73046875,0
2023-02-16 12:55:00+01:00,15587.73046875,15594.349609375,15587.669921875,15593.6796875,15593.6796875,0
2023-02-16 13:00:00+01:00,15593.4599609375,15594.8896484375,15588.6298828125,15588.6298828125,15588.6298828125,0
2023-02-16 13:05:00+01:00,15588.6298828125,15588.75,15583.009765625,15583.0400390625,15583.0400390625,0
2023-02-16 13:10:00+01:00,15583.0400390625,15586.849609375,15582.0703125,15584.2802734375,15584.2802734375,0
2023-02-16 13:15:00+01:00,15585.1796875,15587.490234375,15581.0498046875,15581.16015625,15581.16015625,0
2023-02-16 13:20:00+01:00,15581.16015625,15581.25,15578.0703125,15578.48046875,15578.48046875,0
2023-02-16 13:25:00+01:00,15578.48046875,15578.48046875,15563.2900390625,15564.8203125,15564.8203125,0
2023-02-16 13:30:00+01:00,15564.66015625,15569.490234375,15564.650390625,15569.490234375,15569.490234375,0
2023-02-16 13:35:00+01:00,15569.490234375,15571.169921875,15567.8896484375,15570.2099609375,15570.2099609375,0
2023-02-16 13:40:00+01:00,15570.150390625,15579.83984375,15570.150390625,15579.5302734375,15579.5302734375,0
2023-02-16 13:45:00+01:00,15579.5302734375,15581.1298828125,15577.4599609375,15577.9501953125,15577.9501953125,0
2023-02-16 13:50:00+01:00,15578.0302734375,15578.0302734375,15572.51953125,15572.8603515625,15572.8603515625,0
2023-02-16 13:55:00+01:00,15572.8603515625,15574.2197265625,15570.919921875,15570.98046875,15570.98046875,0
2023-02-16 14:00:00+01:00,15571.01953125,15571.990234375,15562.6103515625,15562.8095703125,15562.8095703125,0
2023-02-16 14:05:00+01:00,15562.8095703125,15565.0,15552.23046875,15559.08984375,15559.08984375,0
2023-02-16 14:10:00+01:00,15559.08984375,15559.08984375,15549.8095703125,15551.1298828125,15551.1298828125,0
2023-02-16 14:15:00+01:00,15551.1298828125,15554.3603515625,15550.6103515625,15554.3095703125,15554.3095703125,0
2023-02-16 14:20:00+01:00,15554.2802734375,15554.75,15542.740234375,15543.2900390625,15543.2900390625,0
2023-02-16 14:25:00+01:00,15543.3095703125,15547.48046875,15536.5302734375,15541.3896484375,15541.3896484375,0
2023-02-16 14:30:00+01:00,15541.3603515625,15541.98046875,15516.509765625,15526.1796875,15526.1796875,0
2023-02-16 14:35:00+01:00,15526.2001953125,15531.8896484375,15506.599609375,15512.419921875,15512.419921875,0
2023-02-16 14:40:00+01:00,15512.419921875,15514.6796875,15496.0,15501.0595703125,15501.0595703125,0
2023-02-16 14:45:00+01:00,15501.1201171875,15501.2001953125,15472.9404296875,15477.3896484375,15477.3896484375,0
2023-02-16 14:50:00+01:00,15477.3896484375,15499.26953125,15477.2998046875,15494.6796875,15494.6796875,0
2023-02-16 14:55:00+01:00,15494.849609375,15499.25,15492.6396484375,15492.669921875,15492.669921875,0
2023-02-16 15:00:00+01:00,15492.5703125,15492.5703125,15463.01953125,15475.8095703125,15475.8095703125,0
2023-02-16 15:05:00+01:00,15475.83984375,15480.3701171875,15467.150390625,15469.8203125,15469.8203125,0
2023-02-16 15:10:00+01:00,15469.7001953125,15470.7197265625,15459.2802734375,15460.4697265625,15460.4697265625,0
2023-02-16 15:15:00+01:00,15460.349609375,15461.4501953125,15437.98046875,15445.76953125,15445.76953125,0
2023-02-16 15:20:00+01:00,15445.650390625,15447.23046875,15434.83984375,15437.6396484375,15437.6396484375,0
2023-02-16 15:25:00+01:00,15437.51953125,15448.7998046875,15437.51953125,15445.169921875,15445.169921875,0
2023-02-16 15:30:00+01:00,15445.5302734375,15459.33984375,15444.83984375,15445.76953125,15445.76953125,0
2023-02-16 15:35:00+01:00,15446.3896484375,15446.3896484375,15425.8095703125,15440.4404296875,15440.4404296875,0
2023-02-16 15:40:00+01:00,15440.5,15444.2998046875,15417.169921875,15436.33984375,15436.33984375,0
2023-02-16 15:45:00+01:00,15436.33984375,15451.2900390625,15432.349609375,15443.8603515625,15443.8603515625,0
2023-02-16 15:50:00+01:00,15443.7900390625,15453.990234375,15435.740234375,15450.2900390625,15450.2900390625,0
2023-02-16 15:55:00+01:00,15450.0595703125,15457.73046875,15446.91015625,15449.2099609375,15449.2099609375,0
2023-02-16 16:00:00+01:00,15450.0498046875,15454.7197265625,15441.8203125,15446.51953125,15446.51953125,0
2023-02-16 16:05:00+01:00,15446.51953125,15464.7197265625,15445.740234375,15464.7197265625,15464.7197265625,0
2023-02-16 16:10:00+01:00,15464.7197265625,15485.3798828125,15461.58984375,15478.7998046875,15478.7998046875,0
2023-02-16 16:15:00+01:00,15479.25,15486.73046875,15472.75,15484.009765625,15484.009765625,0
2023-02-16 16:20:00+01:00,15483.9501953125,15492.830078125,15483.7900390625,15489.830078125,15489.830078125,0
2023-02-16 16:25:00+01:00,15489.830078125,15499.919921875,15487.75,15499.919921875,15499.919921875,0
2023-02-16 16:30:00+01:00,15500.0595703125,15503.4404296875,15497.2197265625,15499.3798828125,15499.3798828125,0
2023-02-16 16:35:00+01:00,15499.5703125,15514.919921875,15498.669921875,15513.6298828125,15513.6298828125,0
2023-02-16 16:40:00+01:00,15513.5400390625,15518.0,15509.0400390625,15512.4501953125,15512.4501953125,0
2023-02-16 16:45:00+01:00,15512.2900390625,15530.580078125,15510.6298828125,15530.580078125,15530.580078125,0
2023-02-16 16:50:00+01:00,15530.740234375,15531.759765625,15520.9599609375,15522.7197265625,15522.7197265625,0
2023-02-16 16:55:00+01:00,15522.7197265625,15522.7197265625,15504.0,15508.98046875,15508.98046875,0
2023-02-16 17:00:00+01:00,15508.9296875,15529.2802734375,15508.9296875,15527.6796875,15527.6796875,0
2023-02-16 17:05:00+01:00,15526.6904296875,15531.08984375,15515.9697265625,15527.2197265625,15527.2197265625,0
2023-02-16 17:10:00+01:00,15527.2197265625,15542.6201171875,15527.2197265625,15541.650390625,15541.650390625,0
2023-02-16 17:15:00+01:00,15541.650390625,15542.580078125,15536.169921875,15541.7802734375,15541.7802734375,0
2023-02-16 17:20:00+01:00,15541.7802734375,15542.6796875,15537.150390625,15539.490234375,15539.490234375,0
2023-02-16 17:25:00+01:00,15539.9404296875,15543.1201171875,15537.2001953125,15539.6396484375,15539.6396484375,0
2023-02-17 09:00:00+01:00,15372.0595703125,15401.8798828125,15369.490234375,15401.8798828125,15401.8798828125,0
2023-02-17 09:05:00+01:00,15402.0302734375,15402.1201171875,15371.4697265625,15374.1103515625,15374.1103515625,0
2023-02-17 09:10:00+01:00,15375.3896484375,15378.2802734375,15356.490234375,15371.0595703125,15371.0595703125,0
2023-02-17 09:15:00+01:00,15370.900390625,15379.900390625,15358.6201171875,15372.2802734375,15372.2802734375,0
2023-02-17 09:20:00+01:00,15372.2099609375,15373.0302734375,15351.3701171875,15358.3603515625,15358.3603515625,0
2023-02-17 09:25:00+01:00,15358.23046875,15362.2802734375,15332.7900390625,15332.8203125,15332.8203125,0
2023-02-17 09:30:00+01:00,15333.3603515625,15341.7001953125,15322.0703125,15331.830078125,15331.830078125,0
2023-02-17 09:35:00+01:00,15332.23046875,15335.5498046875,15300.419921875,15301.7099609375,15301.7099609375,0
2023-02-17 09:40:00+01:00,15302.4697265625,15328.330078125,15302.4697265625,15328.08984375,15328.08984375,0
2023-02-17 09:45:00+01:00,15327.6103515625,15341.2001953125,15321.25,15337.73046875,15337.73046875,0
2023-02-17 09:50:00+01:00,15337.58984375,15353.7099609375,15333.7197265625,15353.7099609375,15353.7099609375,0
2023-02-17 09:55:00+01:00,15353.73046875,15361.7001953125,15349.51953125,15357.8701171875,15357.8701171875,0
2023-02-17 10:00:00+01:00,15357.099609375,15357.2197265625,15346.01953125,15348.8203125,15348.8203125,0
2023-02-17 10:05:00+01:00,15349.169921875,15361.9501953125,15339.8896484375,15361.9501953125,15361.9501953125,0
2023-02-17 10:10:00+01:00,15361.400390625,15374.240234375,15360.5400390625,15369.6396484375,15369.6396484375,0
2023-02-17 10:15:00+01:00,15369.8798828125,15369.8798828125,15362.349609375,15365.98046875,15365.98046875,0
2023-02-17 10:20:00+01:00,15366.3603515625,15382.7099609375,15364.3701171875,15379.3896484375,15379.3896484375,0
2023-02-17 10:25:00+01:00,15379.75,15388.5498046875,15379.75,15388.3798828125,15388.3798828125,0
2023-02-17 10:30:00+01:00,15388.3701171875,15419.4501953125,15387.0,15415.9599609375,15415.9599609375,0
2023-02-17 10:35:00+01:00,15415.8603515625,15419.6904296875,15407.3203125,15407.419921875,15407.419921875,0
2023-02-17 10:40:00+01:00,15407.330078125,15416.7099609375,15407.330078125,15416.099609375,15416.099609375,0
2023-02-17 10:45:00+01:00,15416.099609375,15418.8798828125,15409.3701171875,15413.7900390625,15413.7900390625,0
2023-02-17 10:50:00+01:00,15413.7900390625,15419.6201171875,15401.9697265625,15402.5400390625,15402.5400390625,0
2023-02-17 10:55:00+01:00,15402.5703125,15402.759765625,15395.7998046875,15401.1904296875,15401.1904296875,0
2023-02-17 11:00:00+01:00,15401.4501953125,15407.9404296875,15401.4501953125,15403.5498046875,15403.5498046875,0
2023-02-17 11:05:00+01:00,15403.5498046875,15408.01953125,15399.4501953125,15405.5302734375,15405.5302734375,0
2023-02-17 11:10:00+01:00,15405.5302734375,15413.66015625,15404.009765625,15409.58984375,15409.58984375,0
2023-02-17 11:15:00+01:00,15409.4599609375,15409.4599609375,15398.4697265625,15400.490234375,15400.490234375,0
2023-02-17 11:20:00+01:00,15400.490234375,15405.4404296875,15395.5595703125,15405.150390625,15405.150390625,0
2023-02-17 11:25:00+01:00,15405.150390625,15422.1904296875,15404.8701171875,15420.2802734375,15420.2802734375,0
2023-02-17 11:30:00+01:00,15420.23046875,15422.1298828125,15417.0595703125,15419.009765625,15419.009765625,0
2023-02-17 11:35:00+01:00,15419.25,15420.1103515625,15409.8701171875,15410.419921875,15410.419921875,0
2023-02-17 11:40:00+01:00,15410.419921875,15420.580078125,15407.0703125,15414.5498046875,15414.5498046875,0
2023-02-17 11:45:00+01:00,15413.849609375,15418.080078125,15403.2802734375,15416.009765625,15416.009765625,0
2023-02-17 11:50:00+01:00,15423.7998046875,15434.08984375,15401.8095703125,15403.400390625,15403.400390625,0
2023-02-17 11:55:00+01:00,15404.7099609375,15404.7099609375,15386.990234375,15388.76953125,15388.76953125,0
2023-02-17 12:00:00+01:00,15390.8798828125,15395.2998046875,15375.3203125,15380.400390625,15380.400390625,0
2023-02-17 12:05:00+01:00,15380.490234375,15380.490234375,15364.080078125,15364.08984375,15364.08984375,0
2023-02-17 12:10:00+01:00,15363.5400390625,15368.0,15361.1201171875,15362.4697265625,15362.4697265625,0
2023-02-17 12:15:00+01:00,15362.4697265625,15367.8203125,15351.5498046875,15356.76953125,15356.76953125,0
2023-02-17 12:20:00+01:00,15356.990234375,15375.169921875,15356.1103515625,15363.2900390625,15363.2900390625,0
2023-02-17 12:25:00+01:00,15363.2900390625,15379.5302734375,15362.740234375,15376.75,15376.75,0
2023-02-17 12:30:00+01:00,15376.2900390625,15377.1796875,15365.5400390625,15367.2802734375,15367.2802734375,0
2023-02-17 12:35:00+01:00,15367.2802734375,15367.2802734375,15358.23046875,15358.740234375,15358.740234375,0
2023-02-17 12:40:00+01:00,15358.91015625,15369.509765625,15357.5703125,15367.0,15367.0,0
2023-02-17 12:45:00+01:00,15367.0,15373.98046875,15367.0,15373.0,15373.0,0
2023-02-17 12:50:00+01:00,15373.2001953125,15373.6796875,15358.2900390625,15358.2900390625,15358.2900390625,0
2023-02-17 12:55:00+01:00,15358.2900390625,15362.509765625,15357.419921875,15362.2197265625,15362.2197265625,0
2023-02-17 13:00:00+01:00,15362.3203125,15362.6396484375,15362.3203125,15362.6396484375,15362.6396484375,0
2023-02-17 13:05:00+01:00,15362.6396484375,15375.099609375,15362.5703125,15374.3896484375,15374.3896484375,0
2023-02-17 13:10:00+01:00,15374.3896484375,15392.8798828125,15373.9404296875,15392.7998046875,15392.7998046875,0
2023-02-17 13:15:00+01:00,15392.7998046875,15394.650390625,15391.2900390625,15392.0703125,15392.0703125,0
2023-02-17 13:20:00+01:00,15392.259765625,15392.259765625,15384.7900390625,15385.8095703125,15385.8095703125,0
2023-02-17 13:25:00+01:00,15386.23046875,15396.2001953125,15386.23046875,15392.0,15392.0,0
2023-02-17 13:30:00+01:00,15392.0,15393.48046875,15387.0,15387.4697265625,15387.4697265625,0
2023-02-17 13:35:00+01:00,15387.48046875,15414.6298828125,15387.48046875,15414.509765625,15414.509765625,0
2023-02-17 13:40:00+01:00,15413.9501953125,15428.400390625,15413.8701171875,15428.400390625,15428.400390625,0
2023-02-17 13:45:00+01:00,15428.6201171875,15432.41015625,15420.9404296875,15421.1796875,15421.1796875,0
2023-02-17 13:50:00+01:00,15421.3798828125,15421.9501953125,15415.419921875,15415.8798828125,15415.8798828125,0
2023-02-17 13:55:00+01:00,15415.8798828125,15418.740234375,15412.1396484375,15417.2099609375,15417.2099609375,0
2023-02-17 14:00:00+01:00,15417.3203125,15422.830078125,15416.990234375,15417.5498046875,15417.5498046875,0
2023-02-17 14:05:00+01:00,15417.5498046875,15421.33984375,15417.01953125,15418.5,15418.5,0
2023-02-17 14:10:00+01:00,15418.5,15430.2998046875,15418.5,15427.009765625,15427.009765625,0
2023-02-17 14:15:00+01:00,15427.009765625,15435.4296875,15426.900390625,15428.3095703125,15428.3095703125,0
2023-02-17 14:20:00+01:00,15428.3896484375,15429.2802734375,15414.75,15416.2197265625,15416.2197265625,0
2023-02-17 14:25:00+01:00,15416.0595703125,15416.0595703125,15404.990234375,15408.23046875,15408.23046875,0
2023-02-17 14:30:00+01:00,15408.4404296875,15426.1796875,15408.4404296875,15424.6796875,15424.6796875,0
2023-02-17 14:35:00+01:00,15424.6796875,15427.080078125,15420.7197265625,15423.009765625,15423.009765625,0
2023-02-17 14:40:00+01:00,15423.009765625,15429.830078125,15421.7197265625,15423.2099609375,15423.2099609375,0
2023-02-17 14:45:00+01:00,15423.2099609375,15432.2802734375,15423.2099609375,15425.7802734375,15425.7802734375,0
2023-02-17 14:50:00+01:00,15426.0302734375,15427.58984375,15418.8701171875,15425.7001953125,15425.7001953125,0
2023-02-17 14:55:00+01:00,15425.919921875,15440.16015625,15425.900390625,15438.2197265625,15438.2197265625,0
2023-02-17 15:00:00+01:00,15438.25,15444.1796875,15436.3798828125,15443.5498046875,15443.5498046875,0
2023-02-17 15:05:00+01:00,15443.7998046875,15448.41015625,15440.7802734375,15447.5400390625,15447.5400390625,0
2023-02-17 15:10:00+01:00,15447.400390625,15449.26953125,15444.150390625,15447.4501953125,15447.4501953125,0
2023-02-17 15:15:00+01:00,15447.4501953125,15449.8095703125,15444.580078125,15449.25,15449.25,0
2023-02-17 15:20:00+01:00,15449.25,15451.73046875,15446.5302734375,15451.66015625,15451.66015625,0
2023-02-17 15:25:00+01:00,15451.48046875,15456.5595703125,15447.0,15448.419921875,15448.419921875,0
2023-02-17 15:30:00+01:00,15449.3896484375,15462.330078125,15444.3603515625,15462.330078125,15462.330078125,0
2023-02-17 15:35:00+01:00,15461.900390625,15462.2197265625,15455.33984375,15458.5400390625,15458.5400390625,0
2023-02-17 15:40:00+01:00,15458.5400390625,15466.2197265625,15454.400390625,15462.419921875,15462.419921875,0
2023-02-17 15:45:00+01:00,15461.990234375,15461.990234375,15448.4697265625,15448.8701171875,15448.8701171875,0
2023-02-17 15:50:00+01:00,15448.7802734375,15452.0302734375,15444.75,15447.0498046875,15447.0498046875,0
2023-02-17 15:55:00+01:00,15446.6904296875,15454.1796875,15444.83984375,15452.0400390625,15452.0400390625,0
2023-02-17 16:00:00+01:00,15452.7001953125,15478.0595703125,15451.5498046875,15474.5302734375,15474.5302734375,0
2023-02-17 16:05:00+01:00,15474.2900390625,15478.01953125,15469.7001953125,15473.6298828125,15473.6298828125,0
2023-02-17 16:10:00+01:00,15473.5302734375,15486.830078125,15470.1396484375,15481.75,15481.75,0
2023-02-17 16:15:00+01:00,15481.8896484375,15508.8896484375,15481.8896484375,15508.0400390625,15508.0400390625,0
2023-02-17 16:20:00+01:00,15508.0400390625,15514.7197265625,15499.150390625,15499.150390625,15499.150390625,0
2023-02-17 16:25:00+01:00,15499.099609375,15499.8798828125,15486.3896484375,15486.5498046875,15486.5498046875,0
2023-02-17 16:30:00+01:00,15486.5400390625,15491.150390625,15485.4296875,15487.759765625,15487.759765625,0
2023-02-17 16:35:00+01:00,15487.599609375,15503.0302734375,15486.51953125,15491.4501953125,15491.4501953125,0
2023-02-17 16:40:00+01:00,15491.41015625,15492.9697265625,15485.1396484375,15485.9697265625,15485.9697265625,0
2023-02-17 16:45:00+01:00,15485.83984375,15490.1796875,15484.3701171875,15488.2099609375,15488.2099609375,0
2023-02-17 16:50:00+01:00,15488.2099609375,15488.2099609375,15476.849609375,15478.6103515625,15478.6103515625,0
2023-02-17 16:55:00+01:00,15478.6103515625,15482.0595703125,15476.4599609375,15479.01953125,15479.01953125,0
2023-02-17 17:00:00+01:00,15479.01953125,15482.58984375,15478.1298828125,15482.099609375,15482.099609375,0
2023-02-17 17:05:00+01:00,15482.16015625,15495.349609375,15482.16015625,15487.259765625,15487.259765625,0
2023-02-17 17:10:00+01:00,15487.259765625,15496.01953125,15486.8095703125,15494.01953125,15494.01953125,0
2023-02-17 17:15:00+01:00,15494.25,15494.3701171875,15485.169921875,15490.3095703125,15490.3095703125,0
2023-02-17 17:20:00+01:00,15490.3798828125,15490.3798828125,15470.8095703125,15470.91015625,15470.91015625,0
2023-02-17 17:25:00+01:00,15471.6201171875,15480.9697265625,15470.2197265625,15474.76953125,15474.76953125,0
2023-02-20 09:00:00+01:00,15524.16015625,15530.6396484375,15516.5498046875,15526.98046875,15526.98046875,0
2023-02-20 09:05:00+01:00,15528.2001953125,15532.4404296875,15499.490234375,15501.099609375,15501.099609375,0
2023-02-20 09:10:00+01:00,15501.169921875,15501.169921875,15479.8203125,15482.3095703125,15482.3095703125,0
2023-02-20 09:15:00+01:00,15482.5498046875,15491.240234375,15479.3896484375,15490.73046875,15490.73046875,0
2023-02-20 09:20:00+01:00,15490.6298828125,15506.509765625,15490.6298828125,15504.509765625,15504.509765625,0
2023-02-20 09:25:00+01:00,15504.5302734375,15508.91015625,15492.4697265625,15492.8603515625,15492.8603515625,0
2023-02-20 09:30:00+01:00,15492.900390625,15501.0400390625,15492.900390625,15496.73046875,15496.73046875,0
2023-02-20 09:35:00+01:00,15496.83984375,15499.5703125,15490.169921875,15494.009765625,15494.009765625,0
2023-02-20 09:40:00+01:00,15493.849609375,15493.990234375,15483.7099609375,15489.349609375,15489.349609375,0
2023-02-20 09:45:00+01:00,15489.349609375,15491.7998046875,15484.26953125,15486.0302734375,15486.0302734375,0
2023-02-20 09:50:00+01:00,15486.0302734375,15492.3603515625,15485.58984375,15488.330078125,15488.330078125,0
2023-02-20 09:55:00+01:00,15488.990234375,15497.7001953125,15488.91015625,15495.7197265625,15495.7197265625,0
2023-02-20 10:00:00+01:00,15495.6396484375,15500.2998046875,15495.259765625,15499.259765625,15499.259765625,0
2023-02-20 10:05:00+01:00,15499.3095703125,15499.3095703125,15490.41015625,15493.099609375,15493.099609375,0
2023-02-20 10:10:00+01:00,15493.099609375,15493.23046875,15479.1201171875,15481.1103515625,15481.1103515625,0
2023-02-20 10:15:00+01:00,15481.0595703125,15481.9697265625,15463.6201171875,15467.150390625,15467.150390625,0
2023-02-20 10:20:00+01:00,15467.150390625,15468.740234375,15456.83984375,15460.4296875,15460.4296875,0
2023-02-20 10:25:00+01:00,15460.6396484375,15464.349609375,15457.099609375,15464.349609375,15464.349609375,0
2023-02-20 10:30:00+01:00,15464.759765625,15465.2001953125,15449.0400390625,15449.0703125,15449.0703125,0
2023-02-20 10:35:00+01:00,15449.1796875,15450.509765625,15439.2998046875,15443.849609375,15443.849609375,0
2023-02-20 10:40:00+01:00,15443.5703125,15444.6201171875,15438.150390625,15441.83984375,15441.83984375,0
2023-02-20 10:45:00+01:00,15441.7001953125,15443.259765625,15436.7900390625,15437.490234375,15437.490234375,0
2023-02-20 10:50:00+01:00,15437.509765625,15449.9599609375,15437.349609375,15449.9599609375,15449.9599609375,0
2023-02-20 10:55:00+01:00,15449.9599609375,15464.169921875,15444.26953125,15464.1298828125,15464.1298828125,0
2023-02-20 11:00:00+01:00,15464.1298828125,15467.759765625,15451.3798828125,15460.099609375,15460.099609375,0
2023-02-20 11:05:00+01:00,15460.099609375,15463.4697265625,15458.650390625,15463.4697265625,15463.4697265625,0
2023-02-20 11:10:00+01:00,15463.7900390625,15479.8798828125,15463.259765625,15478.8798828125,15478.8798828125,0
2023-02-20 11:15:00+01:00,15478.8798828125,15482.7802734375,15478.080078125,15478.3203125,15478.3203125,0
2023-02-20 11:20:00+01:00,15478.3203125,15478.7802734375,15471.3095703125,15476.080078125,15476.080078125,0
2023-02-20 11:25:00+01:00,15475.7998046875,15480.41015625,15475.3603515625,15480.3798828125,15480.3798828125,0
2023-02-20 11:30:00+01:00,15480.3798828125,15490.9501953125,15480.16015625,15490.2001953125,15490.2001953125,0
2023-02-20 11:35:00+01:00,15490.2001953125,15493.23046875,15488.8701171875,15493.1904296875,15493.1904296875,0
2023-02-20 11:40:00+01:00,15493.2900390625,15495.1103515625,15485.3896484375,15485.9501953125,15485.9501953125,0
2023-02-20 11:45:00+01:00,15486.1103515625,15486.5703125,15481.3603515625,15482.6796875,15482.6796875,0
2023-02-20 11:50:00+01:00,15482.6796875,15484.1298828125,15479.4404296875,15482.1103515625,15482.1103515625,0
2023-02-20 11:55:00+01:00,15482.0,15486.4501953125,15477.6396484375,15485.259765625,15485.259765625,0
2023-02-20 12:00:00+01:00,15485.33984375,15487.150390625,15479.8095703125,15479.9404296875,15479.9404296875,0
2023-02-20 12:05:00+01:00,15479.9404296875,15484.8798828125,15479.4404296875,15484.8798828125,15484.8798828125,0
2023-02-20 12:10:00+01:00,15484.8798828125,15492.33984375,15483.349609375,15491.5595703125,15491.5595703125,0
2023-02-20 12:15:00+01:00,15491.5595703125,15491.5595703125,15484.66015625,15486.8896484375,15486.8896484375,0
2023-02-20 12:20:00+01:00,15486.8896484375,15489.8798828125,15485.08984375,15489.01953125,15489.01953125,0
2023-02-20 12:25:00+01:00,15489.01953125,15500.0595703125,15488.8203125,15497.75,15497.75,0
2023-02-20 12:30:00+01:00,15497.66015625,15497.66015625,15493.5302734375,15493.5302734375,15493.5302734375,0
2023-02-20 12:35:00+01:00,15493.509765625,15494.0,15490.41015625,15492.150390625,15492.150390625,0
